feature,importance,target
days_rest,0.01145185437053442,HR
p_tt_k,0.011422203853726387,HR
BF_last21,0.011356105096638203,HR
HR_rate_last10,0.011061809957027435,HR
BB_last14,0.010735796764492989,HR
BF_last10,0.010716642253100872,HR
BF_last30,0.010446934960782528,HR
avg_velocity_last7,0.010409820824861526,HR
K_rate_last7,0.010382058098912239,HR
K_rate_last10,0.01029677502810955,HR
max_ip_last5,0.010170809924602509,HR
H_last21,0.010012347251176834,HR
pitcher_k_rate_vs_hand_last10_R,0.009674533270299435,HR
avg_velocity_last10,0.00962458923459053,HR
matchup_k,0.009455759078264236,HR
K_last21,0.00936516746878624,HR
H_last14,0.009126132354140282,HR
pitcher_k_rate_vs_hand_std_L,0.009124444797635078,HR
team_hr_rate_vs_hand_last10,0.009067922830581665,HR
pitches_last3,0.00901032891124487,HR
H_std,0.008951792493462563,HR
pitches_last10,0.008939679712057114,HR
K_rate_last30,0.008913550525903702,HR
pitches_last21,0.0087617551907897,HR
HR_std,0.008749338798224926,HR
HR_last21,0.00872783549129963,HR
K_last10,0.008653738535940647,HR
H_last7,0.008458551950752735,HR
p_tt_hr,0.008381085470318794,HR
team_k_rate_vs_hand_last10,0.008378859609365463,HR
IP_last30,0.008377484045922756,HR
matchup_hr,0.008374519646167755,HR
team_k_rate_vs_hand_std,0.008350073359906673,HR
BF_last14,0.008338804356753826,HR
pitches_last14,0.00828741118311882,HR
pitcher_hr_rate_vs_hand_last10_L,0.008203188888728619,HR
HR_rate_last21,0.008143804036080837,HR
pitcher_hr_rate_vs_hand_std_R,0.00809632707387209,HR
BF_std,0.008093897253274918,HR
HR_rate_last7,0.008072069846093655,HR
avg_spin_std,0.008037230931222439,HR
BB_last10,0.008017146959900856,HR
pitches_per_IP_last10,0.008005285635590553,HR
K_rate_std,0.007996599189937115,HR
team_hr_rate_vs_hand_std,0.007977044209837914,HR
IP_last21,0.007936599664390087,HR
pitcher_bb_rate_vs_hand_last10_R,0.007927861995995045,HR
pitches_per_BF_last10,0.007857656106352806,HR
